sequence_id	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_943850-964941.1	943850	964941	21091	21	45	5	0.76853		0.49	0.13	0.13	0.31		0.03	0.12	0.21	0.17	0.24	0.21	0.02	CP042324.1_CP042324.1_862;CP042324.1_CP042324.1_863;CP042324.1_CP042324.1_864;CP042324.1_CP042324.1_865;CP042324.1_CP042324.1_866;CP042324.1_CP042324.1_867;CP042324.1_CP042324.1_868;CP042324.1_CP042324.1_869;CP042324.1_CP042324.1_870;CP042324.1_CP042324.1_871;CP042324.1_CP042324.1_872;CP042324.1_CP042324.1_873;CP042324.1_CP042324.1_874;CP042324.1_CP042324.1_875;CP042324.1_CP042324.1_876;CP042324.1_CP042324.1_877;CP042324.1_CP042324.1_878;CP042324.1_CP042324.1_879;CP042324.1_CP042324.1_880;CP042324.1_CP042324.1_881;CP042324.1_CP042324.1_882	PF02737;PF00903;PF00561;PF01243;PF01488	PF03704;PF13424;PF13432;PF14559;PF00486;PF00561;PF12697;PF12146;PF05977;PF07690;PF13347;PF00903;PF03551;PF10070;PF03176;PF12900;PF01243;PF14833;PF03446;PF13579;PF07991;PF02826;PF02423;PF03807;PF02558;PF01488;PF01210;PF02737;PF02452;PF10021;PF04107;PF12867;PF03781;PF13230;PF13522;PF10017;PF13416;PF01547;PF07311;PF03767;PF12710;PF00296;PF00005;PF13555;PF13191
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_1048129-1049368.1	1048129	1049368	1239	1	2	0	0.53429	antibacterial	0.87	0.06	0.16	0.25		0.00	0.08	0.24	0.23	0.20	0.04	0.27	CP042324.1_CP042324.1_955		PF02655;PF13535
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_1050594-1054583.1	1050594	1054583	3989	4	26	2	0.68095	antibacterial	0.54	0.42	0.15	0.02	RiPP	0.01	0.07	0.15	0.07	0.66	0.01	0.04	CP042324.1_CP042324.1_957;CP042324.1_CP042324.1_958;CP042324.1_CP042324.1_959;CP042324.1_CP042324.1_960	PF08242;PF08241	PF02475;PF05401;PF02353;PF13489;PF05724;PF01135;PF01728;PF05175;PF01209;PF13847;PF03848;PF00398;PF13649;PF08241;PF08242;PF01497;PF01032;PF00950;PF00005;PF13604;PF13191;PF13555;PF02463;PF13175;PF13304;PF13476
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_1058376-1058961.1	1058376	1058961	585	1	2	0	0.53564	antibacterial	0.59	0.05	0.12	0.19		0.00	0.05	0.46	0.17	0.14	0.03	0.19	CP042324.1_CP042324.1_964		PF00440;PF16859
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_1222188-1222788.1	1222188	1222788	600	1	8	2	0.57647		0.43	0.38	0.24	0.03	Other	0.00	0.00	0.56	0.04	0.14	0.00	0.26	CP042324.1_CP042324.1_1120	PF08242;PF08241	PF01135;PF13489;PF01209;PF13847;PF08003;PF13649;PF08241;PF08242
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_1275830-1279961.1	1275830	1279961	4131	4	7	4	0.63375	antibacterial	0.61	0.02	0.04	0.21	Terpene	0.00	0.04	0.15	0.10	0.00	0.01	0.77	CP042324.1_CP042324.1_1163;CP042324.1_CP042324.1_1164;CP042324.1_CP042324.1_1165;CP042324.1_CP042324.1_1166	PF08545;PF00171;PF08541;PF00067	PF00171;PF00195;PF08392;PF08545;PF02797;PF08541;PF00067
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_1281884-1282541.1	1281884	1282541	657	1	1	0	0.50955	antibacterial	0.61	0.05	0.12	0.17		0.00	0.05	0.39	0.19	0.17	0.02	0.21	CP042324.1_CP042324.1_1169		PF00440
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_1314726-1314969.1	1314726	1314969	243	1	1	0	0.66569	antibacterial	0.87	0.09	0.17	0.29		0.00	0.09	0.07	0.33	0.21	0.03	0.32	CP042324.1_CP042324.1_1202		PF04149
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_1319887-1320565.1	1319887	1320565	678	1	6	2	0.62377		0.42	0.37	0.21	0.04		0.01	0.00	0.40	0.05	0.24	0.00	0.30	CP042324.1_CP042324.1_1207	PF08242;PF08241	PF13489;PF13847;PF13649;PF08241;PF08242;PF01209
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_1324336-1326728.1	1324336	1326728	2392	2	4	0	0.51368	antibacterial	0.87	0.06	0.18	0.25		0.00	0.06	0.12	0.36	0.20	0.02	0.28	CP042324.1_CP042324.1_1213;CP042324.1_CP042324.1_1214		PF00657;PF13472;PF00206;PF10397
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_1327991-1363154.1	1327991	1363154	35163	34	86	17	0.83900	antibacterial	0.66	0.40	0.12	0.04	Polyketide	0.00	0.23	0.12	0.57	0.09	0.10	0.05	CP042324.1_CP042324.1_1217;CP042324.1_CP042324.1_1218;CP042324.1_CP042324.1_1219;CP042324.1_CP042324.1_1220;CP042324.1_CP042324.1_1221;CP042324.1_CP042324.1_1222;CP042324.1_CP042324.1_1223;CP042324.1_CP042324.1_1224;CP042324.1_CP042324.1_1225;CP042324.1_CP042324.1_1226;CP042324.1_CP042324.1_1227;CP042324.1_CP042324.1_1228;CP042324.1_CP042324.1_1229;CP042324.1_CP042324.1_1230;CP042324.1_CP042324.1_1231;CP042324.1_CP042324.1_1232;CP042324.1_CP042324.1_1233;CP042324.1_CP042324.1_1234;CP042324.1_CP042324.1_1235;CP042324.1_CP042324.1_1236;CP042324.1_CP042324.1_1237;CP042324.1_CP042324.1_1238;CP042324.1_CP042324.1_1239;CP042324.1_CP042324.1_1240;CP042324.1_CP042324.1_1241;CP042324.1_CP042324.1_1242;CP042324.1_CP042324.1_1243;CP042324.1_CP042324.1_1244;CP042324.1_CP042324.1_1245;CP042324.1_CP042324.1_1246;CP042324.1_CP042324.1_1247;CP042324.1_CP042324.1_1248;CP042324.1_CP042324.1_1249;CP042324.1_CP042324.1_1250	PF02801;PF02770;PF03364;PF04321;PF00561;PF08545;PF01636;PF00108;PF08541;PF01266;PF00202;PF00155;PF01494;PF07993;PF00109;PF01370;PF04820	PF12679;PF12730;PF13304;PF00005;PF13555;PF07730;PF00072;PF04545;PF08281;PF00196;PF01047;PF13463;PF12802;PF09339;PF01978;PF00480;PF07702;PF00392;PF13545;PF12680;PF14534;PF08281;PF04545;PF04542;PF00561;PF12697;PF12146;PF12697;PF12146;PF01674;PF00561;PF05057;PF02801;PF00109;PF00108;PF00550;PF00198;PF00364;PF02780;PF02779;PF00676;PF00456;PF02775;PF13292;PF08541;PF08545;PF00108;PF10501;PF00550;PF07993;PF01370;PF01966;PF07992;PF01494;PF13450;PF04820;PF01266;PF04542;PF08281;PF03109;PF01636;PF01163;PF04072;PF03007;PF01266;PF00890;PF01946;PF13450;PF13454;PF05834;PF07992;PF01613;PF10604;PF03364;PF00202;PF07993;PF01370;PF13460;PF04321;PF02770;PF09924;PF14079;PF00392;PF00155;PF16655;PF09423
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_1405031-1412626.1	1405031	1412626	7595	6	13	4	0.56512	antibacterial	0.61	0.11	0.19	0.16	Polyketide	0.01	0.13	0.22	0.60	0.04	0.01	0.03	CP042324.1_CP042324.1_1291;CP042324.1_CP042324.1_1292;CP042324.1_CP042324.1_1293;CP042324.1_CP042324.1_1294;CP042324.1_CP042324.1_1295;CP042324.1_CP042324.1_1296	PF08659;PF00106;PF01370;PF00501	PF00501;PF13191;PF00931;PF13401;PF00196;PF08281;PF08281;PF10101;PF10935;PF13561;PF00106;PF08659;PF01370
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_1988462-1989704.1	1988462	1989704	1242	1	3	1	0.51579	antibacterial	0.64	0.14	0.11	0.14		0.00	0.03	0.15	0.19	0.36	0.00	0.26	CP042324.1_CP042324.1_1819	PF08241	PF00590;PF13649;PF08241
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_1991529-2027956.1	1991529	2027956	36427	36	54	7	0.73986		0.42	0.20	0.30	0.13	Other	0.05	0.07	0.67	0.05	0.06	0.12	0.02	CP042324.1_CP042324.1_1821;CP042324.1_CP042324.1_1822;CP042324.1_CP042324.1_1823;CP042324.1_CP042324.1_1824;CP042324.1_CP042324.1_1825;CP042324.1_CP042324.1_1826;CP042324.1_CP042324.1_1827;CP042324.1_CP042324.1_1828;CP042324.1_CP042324.1_1829;CP042324.1_CP042324.1_1830;CP042324.1_CP042324.1_1831;CP042324.1_CP042324.1_1832;CP042324.1_CP042324.1_1833;CP042324.1_CP042324.1_1834;CP042324.1_CP042324.1_1835;CP042324.1_CP042324.1_1836;CP042324.1_CP042324.1_1837;CP042324.1_CP042324.1_1838;CP042324.1_CP042324.1_1839;CP042324.1_CP042324.1_1840;CP042324.1_CP042324.1_1841;CP042324.1_CP042324.1_1842;CP042324.1_CP042324.1_1843;CP042324.1_CP042324.1_1844;CP042324.1_CP042324.1_1845;CP042324.1_CP042324.1_1846;CP042324.1_CP042324.1_1847;CP042324.1_CP042324.1_1848;CP042324.1_CP042324.1_1849;CP042324.1_CP042324.1_1850;CP042324.1_CP042324.1_1851;CP042324.1_CP042324.1_1852;CP042324.1_CP042324.1_1853;CP042324.1_CP042324.1_1854;CP042324.1_CP042324.1_1855;CP042324.1_CP042324.1_1856	PF00171;PF00903;PF00155;PF06339;PF00202;PF00583;PF01408	PF01903;PF00155;PF01979;PF07969;PF00266;PF13302;PF00583;PF13508;PF13673;PF14542;PF08445;PF00202;PF06339;PF12852;PF05721;PF00266;PF01323;PF13462;PF07081;PF00171;PF09339;PF01978;PF01614;PF13302;PF13420;PF00583;PF12746;PF00905;PF04542;PF08281;PF04545;PF03767;PF01095;PF00544;PF13229;PF00657;PF13472;PF13416;PF01547;PF04616;PF14100;PF01408;PF00528;PF00528;PF00920;PF00701;PF07729;PF00392;PF01325;PF11716;PF07690;PF13347;PF12681;PF00903
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_2038271-2038844.1	2038271	2038844	573	1	2	0	0.50377	antibacterial	0.61	0.05	0.12	0.17		0.00	0.05	0.39	0.19	0.17	0.02	0.21	CP042324.1_CP042324.1_1867		PF00440;PF02796
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_2058376-2060095.1	2058376	2060095	1719	2	10	1	0.62310	antibacterial	0.83	0.14	0.16	0.20		0.00	0.05	0.45	0.26	0.14	0.06	0.11	CP042324.1_CP042324.1_1889;CP042324.1_CP042324.1_1890	PF02522	PF13814;PF06224;PF01978;PF12840;PF12802;PF01022;PF13412;PF09339;PF01047;PF02522
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_2061091-2061901.1	2061091	2061901	810	1	4	0	0.50115	antibacterial	0.61	0.10	0.29	0.14		0.00	0.06	0.10	0.23	0.42	0.02	0.22	CP042324.1_CP042324.1_1892		PF01061;PF12730;PF12698;PF12679
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_2412358-2454997.1	2412358	2454997	42639	41	81	2	0.82982		0.43	0.17	0.30	0.10		0.01	0.16	0.15	0.14	0.45	0.11	0.02	CP042324.1_CP042324.1_2204;CP042324.1_CP042324.1_2205;CP042324.1_CP042324.1_2206;CP042324.1_CP042324.1_2207;CP042324.1_CP042324.1_2208;CP042324.1_CP042324.1_2209;CP042324.1_CP042324.1_2210;CP042324.1_CP042324.1_2211;CP042324.1_CP042324.1_2212;CP042324.1_CP042324.1_2213;CP042324.1_CP042324.1_2214;CP042324.1_CP042324.1_2215;CP042324.1_CP042324.1_2216;CP042324.1_CP042324.1_2217;CP042324.1_CP042324.1_2218;CP042324.1_CP042324.1_2219;CP042324.1_CP042324.1_2220;CP042324.1_CP042324.1_2221;CP042324.1_CP042324.1_2222;CP042324.1_CP042324.1_2223;CP042324.1_CP042324.1_2224;CP042324.1_CP042324.1_2225;CP042324.1_CP042324.1_2226;CP042324.1_CP042324.1_2227;CP042324.1_CP042324.1_2228;CP042324.1_CP042324.1_2229;CP042324.1_CP042324.1_2230;CP042324.1_CP042324.1_2231;CP042324.1_CP042324.1_2232;CP042324.1_CP042324.1_2233;CP042324.1_CP042324.1_2234;CP042324.1_CP042324.1_2235;CP042324.1_CP042324.1_2236;CP042324.1_CP042324.1_2237;CP042324.1_CP042324.1_2238;CP042324.1_CP042324.1_2239;CP042324.1_CP042324.1_2240;CP042324.1_CP042324.1_2241;CP042324.1_CP042324.1_2242;CP042324.1_CP042324.1_2243;CP042324.1_CP042324.1_2244	PF01636;PF00106	PF00440;PF13305;PF08450;PF00400;PF07714;PF00069;PF01636;PF04149;PF13560;PF16571;PF00753;PF04149;PF13560;PF06779;PF07690;PF00083;PF03372;PF02548;PF13714;PF00005;PF13555;PF13191;PF13304;PF02702;PF13732;PF01061;PF12730;PF12698;PF12679;PF00931;PF13191;PF13401;PF03704;PF00486;PF02163;PF03807;PF03446;PF02153;PF07991;PF10727;PF02826;PF00106;PF05977;PF07690;PF00557;PF01126;PF02567;PF04213;PF04213;PF01497;PF01032;PF10003;PF00950;PF00005;PF13555;PF13191;PF13481;PF03193;PF13476;PF13521;PF13304;PF02463;PF13473;PF09375;PF04261;PF03239;PF09250;PF16859;PF00440;PF13022;PF00196;PF08281;PF00072;PF09243;PF13649;PF00144;PF07690;PF03137;PF06609;PF13347;PF00083
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_2457957-2460032.1	2457957	2460032	2075	3	8	2	0.59109	antibacterial	0.75	0.07	0.17	0.16		0.02	0.01	0.06	0.24	0.28	0.02	0.38	CP042324.1_CP042324.1_2247;CP042324.1_CP042324.1_2248;CP042324.1_CP042324.1_2249	PF08659;PF00106	PF00106;PF08659;PF13561;PF13460;PF08643;PF12680;PF14534;PF07681
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_2477024-2499576.1	2477024	2499576	22552	21	54	5	0.77903	antibacterial	0.50	0.32	0.29	0.16		0.03	0.07	0.16	0.06	0.21	0.42	0.07	CP042324.1_CP042324.1_2268;CP042324.1_CP042324.1_2269;CP042324.1_CP042324.1_2270;CP042324.1_CP042324.1_2271;CP042324.1_CP042324.1_2272;CP042324.1_CP042324.1_2273;CP042324.1_CP042324.1_2274;CP042324.1_CP042324.1_2275;CP042324.1_CP042324.1_2276;CP042324.1_CP042324.1_2277;CP042324.1_CP042324.1_2278;CP042324.1_CP042324.1_2279;CP042324.1_CP042324.1_2280;CP042324.1_CP042324.1_2281;CP042324.1_CP042324.1_2282;CP042324.1_CP042324.1_2283;CP042324.1_CP042324.1_2284;CP042324.1_CP042324.1_2285;CP042324.1_CP042324.1_2286;CP042324.1_CP042324.1_2287;CP042324.1_CP042324.1_2288	PF00432;PF08242;PF01636;PF08241;PF00534	PF00072;PF00196;PF04545;PF13551;PF13542;PF13384;PF08281;PF07690;PF00083;PF06609;PF07690;PF13347;PF00083;PF06779;PF12832;PF10670;PF13620;PF13578;PF01520;PF13243;PF13489;PF07021;PF13847;PF01135;PF03141;PF01209;PF08241;PF08242;PF13649;PF05175;PF03602;PF02353;PF03848;PF13524;PF00534;PF13692;PF13439;PF13579;PF00440;PF01636;PF13243;PF00432;PF02361;PF13481;PF13191;PF03193;PF00005;PF13555;PF01926;PF13304;PF12822;PF01464;PF01427;PF02557
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_2500702-2501293.1	2500702	2501293	591	1	1	1	0.50136	antibacterial	0.86	0.07	0.17	0.28		0.00	0.09	0.11	0.31	0.21	0.01	0.30	CP042324.1_CP042324.1_2290	PF00857	PF00857
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_2501762-2502542.1	2501762	2502542	780	1	5	2	0.51687	antibacterial	0.56	0.07	0.07	0.44		0.00	0.39	0.15	0.40	0.02	0.02	0.03	CP042324.1_CP042324.1_2292	PF00975;PF00561	PF12697;PF00975;PF12146;PF00561;PF08386
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_2520569-2524276.1	2520569	2524276	3707	6	6	1	0.61421	antibacterial	0.71	0.06	0.27	0.20		0.03	0.02	0.35	0.21	0.17	0.03	0.24	CP042324.1_CP042324.1_2309;CP042324.1_CP042324.1_2310;CP042324.1_CP042324.1_2311;CP042324.1_CP042324.1_2312;CP042324.1_CP042324.1_2313;CP042324.1_CP042324.1_2314	PF00583	PF07681;PF09335;PF10041;PF13302;PF00583;PF13349
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_2538722-2546697.1	2538722	2546697	7975	6	8	0	0.67281	inhibitor	0.20	0.04	0.67	0.14		0.03	0.23	0.10	0.34	0.27	0.00	0.05	CP042324.1_CP042324.1_2328;CP042324.1_CP042324.1_2329;CP042324.1_CP042324.1_2330;CP042324.1_CP042324.1_2331;CP042324.1_CP042324.1_2332;CP042324.1_CP042324.1_2333		PF11253;PF00456;PF07690;PF06609;PF00083;PF00440;PF13022;PF06259
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_2549409-2569916.1	2549409	2569916	20507	19	36	8	0.83648	antibacterial	0.52	0.24	0.19	0.25	Polyketide	0.00	0.23	0.14	0.69	0.02	0.01	0.09	CP042324.1_CP042324.1_2337;CP042324.1_CP042324.1_2338;CP042324.1_CP042324.1_2339;CP042324.1_CP042324.1_2340;CP042324.1_CP042324.1_2341;CP042324.1_CP042324.1_2342;CP042324.1_CP042324.1_2343;CP042324.1_CP042324.1_2344;CP042324.1_CP042324.1_2345;CP042324.1_CP042324.1_2346;CP042324.1_CP042324.1_2347;CP042324.1_CP042324.1_2348;CP042324.1_CP042324.1_2349;CP042324.1_CP042324.1_2350;CP042324.1_CP042324.1_2351;CP042324.1_CP042324.1_2352;CP042324.1_CP042324.1_2353;CP042324.1_CP042324.1_2354;CP042324.1_CP042324.1_2355	PF02801;PF00109;PF08545;PF00108;PF08541;PF00583;PF00107;PF00698	PF13302;PF00583;PF13508;PF13527;PF08445;PF13673;PF00144;PF13560;PF04149;PF00652;PF14200;PF03498;PF14440;PF02678;PF07883;PF13556;PF00698;PF00195;PF00108;PF08392;PF08545;PF08541;PF00550;PF14573;PF00109;PF00108;PF02801;PF11343;PF00657;PF13472;PF01263;PF07264;PF02566;PF13602;PF00107;PF16884
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_2790367-2791654.1	2790367	2791654	1287	1	1	1	0.60537	antibacterial	0.83	0.06	0.17	0.30		0.00	0.11	0.08	0.32	0.20	0.03	0.31	CP042324.1_CP042324.1_2543	PF00171	PF00171
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_2934120-2967596.1	2934120	2967596	33476	32	50	6	0.93984	antibacterial	0.55	0.04	0.18	0.17	Saccharide	0.02	0.08	0.17	0.02	0.04	0.66	0.01	CP042324.1_CP042324.1_2651;CP042324.1_CP042324.1_2652;CP042324.1_CP042324.1_2653;CP042324.1_CP042324.1_2654;CP042324.1_CP042324.1_2655;CP042324.1_CP042324.1_2656;CP042324.1_CP042324.1_2657;CP042324.1_CP042324.1_2658;CP042324.1_CP042324.1_2659;CP042324.1_CP042324.1_2660;CP042324.1_CP042324.1_2661;CP042324.1_CP042324.1_2662;CP042324.1_CP042324.1_2663;CP042324.1_CP042324.1_2664;CP042324.1_CP042324.1_2665;CP042324.1_CP042324.1_2666;CP042324.1_CP042324.1_2667;CP042324.1_CP042324.1_2668;CP042324.1_CP042324.1_2669;CP042324.1_CP042324.1_2670;CP042324.1_CP042324.1_2671;CP042324.1_CP042324.1_2672;CP042324.1_CP042324.1_2673;CP042324.1_CP042324.1_2674;CP042324.1_CP042324.1_2675;CP042324.1_CP042324.1_2676;CP042324.1_CP042324.1_2677;CP042324.1_CP042324.1_2678;CP042324.1_CP042324.1_2679;CP042324.1_CP042324.1_2680;CP042324.1_CP042324.1_2681;CP042324.1_CP042324.1_2682	PF02706;PF02668;PF02397;PF04932;PF00501;PF00534	PF07690;PF12832;PF06813;PF13360;PF00400;PF12894;PF02668;PF03781;PF00389;PF02826;PF03446;PF09860;PF08843;PF03777;PF00264;PF06236;PF03205;PF03777;PF13439;PF13579;PF13477;PF00534;PF13692;PF13524;PF13727;PF02397;PF04932;PF03023;PF01554;PF14667;PF01522;PF13439;PF13579;PF13477;PF00534;PF13692;PF02706;PF13480;PF02156;PF09849;PF03777;PF03777;PF00501;PF12034;PF00092;PF13768;PF13519;PF12450;PF12679;PF12730
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_3073733-3086720.1	3073733	3086720	12987	11	16	0	0.65921	antibacterial	0.61	0.07	0.11	0.17		0.00	0.07	0.40	0.19	0.16	0.03	0.19	CP042324.1_CP042324.1_2774;CP042324.1_CP042324.1_2775;CP042324.1_CP042324.1_2776;CP042324.1_CP042324.1_2777;CP042324.1_CP042324.1_2778;CP042324.1_CP042324.1_2779;CP042324.1_CP042324.1_2780;CP042324.1_CP042324.1_2781;CP042324.1_CP042324.1_2782;CP042324.1_CP042324.1_2783;CP042324.1_CP042324.1_2784		PF00440;PF00296;PF00563;PF00990;PF08448;PF00989;PF13426;PF13188;PF09250;PF14592;PF00544;PF01177;PF01177;PF00389;PF02826;PF01425
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_3130874-3150793.1	3130874	3150793	19919	19	31	3	0.67402	antibacterial	0.62	0.12	0.23	0.13		0.00	0.10	0.20	0.16	0.47	0.05	0.04	CP042324.1_CP042324.1_2836;CP042324.1_CP042324.1_2837;CP042324.1_CP042324.1_2838;CP042324.1_CP042324.1_2839;CP042324.1_CP042324.1_2840;CP042324.1_CP042324.1_2841;CP042324.1_CP042324.1_2842;CP042324.1_CP042324.1_2843;CP042324.1_CP042324.1_2844;CP042324.1_CP042324.1_2845;CP042324.1_CP042324.1_2846;CP042324.1_CP042324.1_2847;CP042324.1_CP042324.1_2848;CP042324.1_CP042324.1_2849;CP042324.1_CP042324.1_2850;CP042324.1_CP042324.1_2851;CP042324.1_CP042324.1_2852;CP042324.1_CP042324.1_2853;CP042324.1_CP042324.1_2854	PF00903;PF00067;PF00561	PF12158;PF03259;PF05331;PF08784;PF12802;PF09339;PF03029;PF00067;PF02627;PF03096;PF12697;PF00561;PF12146;PF12681;PF00903;PF00083;PF07690;PF06779;PF12832;PF04286;PF00657;PF13472;PF17182;PF09922;PF08044;PF13304;PF00005;PF03308;PF13555;PF06182;PF06182
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_3316807-3320548.1	3316807	3320548	3741	1	3	0	0.50004	antibacterial	0.81	0.06	0.21	0.24		0.00	0.07	0.07	0.21	0.13	0.33	0.23	CP042324.1_CP042324.1_2987		PF13632;PF13641;PF13506
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_3526185-3603956.1	3526185	3603956	77771	35	87	19	0.94701	antibacterial	0.74	0.25	0.08	0.10	NRP	0.00	0.90	0.04	0.14	0.00	0.00	0.01	CP042324.1_CP042324.1_3167;CP042324.1_CP042324.1_3168;CP042324.1_CP042324.1_3169;CP042324.1_CP042324.1_3170;CP042324.1_CP042324.1_3171;CP042324.1_CP042324.1_3172;CP042324.1_CP042324.1_3173;CP042324.1_CP042324.1_3174;CP042324.1_CP042324.1_3175;CP042324.1_CP042324.1_3176;CP042324.1_CP042324.1_3177;CP042324.1_CP042324.1_3178;CP042324.1_CP042324.1_3179;CP042324.1_CP042324.1_3180;CP042324.1_CP042324.1_3181;CP042324.1_CP042324.1_3182;CP042324.1_CP042324.1_3183;CP042324.1_CP042324.1_3184;CP042324.1_CP042324.1_3185;CP042324.1_CP042324.1_3186;CP042324.1_CP042324.1_3187;CP042324.1_CP042324.1_3188;CP042324.1_CP042324.1_3189;CP042324.1_CP042324.1_3190;CP042324.1_CP042324.1_3191;CP042324.1_CP042324.1_3192;CP042324.1_CP042324.1_3193;CP042324.1_CP042324.1_3194;CP042324.1_CP042324.1_3195;CP042324.1_CP042324.1_3196;CP042324.1_CP042324.1_3197;CP042324.1_CP042324.1_3198;CP042324.1_CP042324.1_3199;CP042324.1_CP042324.1_3200;CP042324.1_CP042324.1_3201	PF02801;PF00561;PF02668;PF01266;PF00109;PF01494;PF00903;PF08028;PF08545;PF01636;PF00975;PF00702;PF02770;PF00155;PF00501;PF04820;PF00441;PF08541;PF00668	PF00122;PF00702;PF08282;PF00689;PF00486;PF03704;PF13191;PF00931;PF13401;PF03621;PF03403;PF02153;PF01266;PF09056;PF12679;PF12730;PF13304;PF00005;PF13476;PF13555;PF07730;PF00072;PF00196;PF08281;PF14493;PF00155;PF12897;PF01070;PF01645;PF00977;PF00478;PF03060;PF00903;PF13669;PF14696;PF00501;PF13193;PF00550;PF00668;PF00668;PF00501;PF13193;PF00550;PF00668;PF00501;PF13193;PF00550;PF00975;PF12697;PF00561;PF00561;PF12146;PF12697;PF01636;PF02463;PF00005;PF13555;PF00664;PF02668;PF01663;PF01261;PF02126;PF01026;PF01261;PF01040;PF07994;PF01658;PF01494;PF05834;PF04820;PF00070;PF07992;PF00890;PF01266;PF12831;PF13450;PF01134;PF08541;PF08545;PF00441;PF08028;PF02770;PF02801;PF00109;PF00550;PF00589;PF14659
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_3661296-3662040.1	3661296	3662040	744	1	1	0	0.53431	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	CP042324.1_CP042324.1_3258		PF14016
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_3782951-3788992.1	3782951	3788992	6041	7	14	1	0.63217	antibacterial	0.55	0.17	0.20	0.16	RiPP	0.00	0.01	0.03	0.04	0.92	0.00	0.00	CP042324.1_CP042324.1_3367;CP042324.1_CP042324.1_3368;CP042324.1_CP042324.1_3369;CP042324.1_CP042324.1_3370;CP042324.1_CP042324.1_3371;CP042324.1_CP042324.1_3372;CP042324.1_CP042324.1_3373	PF00171	PF12698;PF01061;PF13732;PF02702;PF13304;PF00005;PF13191;PF13555;PF03551;PF00171;PF13560;PF12844;PF13581;PF04149
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_3813009-3814922.1	3813009	3814922	1913	2	7	0	0.58769	antibacterial	0.78	0.05	0.11	0.17	RiPP	0.00	0.02	0.13	0.05	0.76	0.01	0.03	CP042324.1_CP042324.1_3401;CP042324.1_CP042324.1_3402		PF08402;PF13304;PF13191;PF00005;PF01078;PF03215;PF00528
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_3818539-3826259.1	3818539	3826259	7720	8	31	5	0.63429	cytotoxic	0.27	0.60	0.15	0.04		0.05	0.08	0.16	0.07	0.05	0.31	0.38	CP042324.1_CP042324.1_3407;CP042324.1_CP042324.1_3408;CP042324.1_CP042324.1_3409;CP042324.1_CP042324.1_3410;CP042324.1_CP042324.1_3411;CP042324.1_CP042324.1_3412;CP042324.1_CP042324.1_3413;CP042324.1_CP042324.1_3414	PF08242;PF04055;PF08241;PF00535;PF01266	PF13489;PF01209;PF13847;PF08241;PF08242;PF13649;PF07992;PF01946;PF03486;PF01134;PF12831;PF01266;PF00890;PF01262;PF13450;PF00070;PF02852;PF07291;PF04055;PF01048;PF01983;PF12804;PF09837;PF13641;PF00535;PF10111;PF13506;PF13632;PF13340;PF01609;PF13586
