sequence_id	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids
1	deepbgc	0.1.0	deepbgc	1_1287270-1337886.1	1287270	1337886	50616	22	68	6	0.94659	antibacterial	0.59	0.09	0.09	0.27	NRP	0.00	0.79	0.19	0.12	0.02	0.04	0.03	1_1_1233;1_1_1234;1_1_1235;1_1_1236;1_1_1237;1_1_1238;1_1_1239;1_1_1240;1_1_1241;1_1_1242;1_1_1243;1_1_1244;1_1_1245;1_1_1246;1_1_1247;1_1_1248;1_1_1249;1_1_1250;1_1_1251;1_1_1252;1_1_1253;1_1_1254	PF00668;PF00561;PF00288;PF00501;PF02786;PF00975	PF13193;PF00668;PF00501;PF00550;PF00501;PF13193;PF00550;PF00668;PF00561;PF00975;PF03621;PF05977;PF13347;PF07690;PF00083;PF00196;PF08279;PF13551;PF13384;PF08281;PF04545;PF00196;PF12802;PF01726;PF13936;PF13384;PF13518;PF13551;PF13556;PF05977;PF13347;PF07690;PF13193;PF00501;PF00550;PF13193;PF00501;PF00668;PF00550;PF13193;PF00501;PF00668;PF00668;PF00550;PF03621;PF15632;PF02786;PF13535;PF02655;PF02222;PF07478;PF01071;PF00291;PF13579;PF00288;PF00206;PF12697;PF00975;PF00550;PF13193;PF00501;PF00668;PF00440;PF16859;PF00753;PF12706;PF13483;PF01425
1	deepbgc	0.1.0	deepbgc	1_1390007-1433811.1	1390007	1433811	43804	31	66	14	0.85259		0.49	0.31	0.25	0.28	Polyketide	0.00	0.20	0.10	0.79	0.06	0.04	0.02	1_1_1298;1_1_1299;1_1_1300;1_1_1301;1_1_1302;1_1_1303;1_1_1304;1_1_1305;1_1_1306;1_1_1307;1_1_1308;1_1_1309;1_1_1310;1_1_1311;1_1_1312;1_1_1313;1_1_1314;1_1_1315;1_1_1316;1_1_1317;1_1_1318;1_1_1319;1_1_1320;1_1_1321;1_1_1322;1_1_1323;1_1_1324;1_1_1325;1_1_1326;1_1_1327;1_1_1328	PF00106;PF00561;PF00857;PF08242;PF03033;PF04101;PF00067;PF00698;PF00378;PF02801;PF08659;PF08241;PF00108;PF00109	PF00144;PF12625;PF12833;PF00582;PF00291;PF02909;PF08279;PF13412;PF13404;PF00440;PF16499;PF02065;PF17450;PF00652;PF12971;PF05089;PF12972;PF05977;PF07690;PF00174;PF00067;PF05345;PF03466;PF00126;PF03060;PF00109;PF02801;PF16197;PF00698;PF00550;PF08659;PF00106;PF13561;PF00109;PF00108;PF02801;PF16197;PF00698;PF14765;PF01648;PF12146;PF00561;PF12697;PF07859;PF03033;PF00201;PF04101;PF13489;PF08241;PF08242;PF13649;PF04185;PF05345;PF07690;PF13347;PF00106;PF13561;PF14243;PF02909;PF00440;PF00005;PF00684;PF02463;PF16113;PF00378;PF00857
1	deepbgc	0.1.0	deepbgc	1_1502692-1532076.1	1502692	1532076	29384	29	55	12	0.76886		0.31	0.35	0.14	0.04		0.02	0.11	0.13	0.03	0.09	0.19	0.47	1_1_1386;1_1_1387;1_1_1388;1_1_1389;1_1_1390;1_1_1391;1_1_1392;1_1_1393;1_1_1394;1_1_1395;1_1_1396;1_1_1397;1_1_1398;1_1_1399;1_1_1400;1_1_1401;1_1_1402;1_1_1403;1_1_1404;1_1_1405;1_1_1406;1_1_1407;1_1_1408;1_1_1409;1_1_1410;1_1_1411;1_1_1412;1_1_1413;1_1_1414	PF01494;PF04055;PF00501;PF00535;PF01593;PF00494;PF00483;PF01757;PF00348;PF00432;PF01266;PF00202	PF00501;PF09339;PF01614;PF01757;PF04237;PF08818;PF01590;PF03029;PF05331;PF03259;PF02518;PF12706;PF13483;PF00657;PF13472;PF01551;PF01476;PF13350;PF00202;PF11946;PF04055;PF13353;PF13394;PF01048;PF13243;PF00432;PF13249;PF00348;PF01593;PF05834;PF13450;PF12831;PF00890;PF07992;PF01266;PF03486;PF00070;PF01494;PF01134;PF00494;PF00494;PF00005;PF13555;PF13304;PF13476;PF12698;PF01061;PF13641;PF00535;PF01066;PF01761;PF00465;PF13685;PF00483;PF12804
1	deepbgc	0.1.0	deepbgc	1_1534236-1538615.1	1534236	1538615	4379	5	16	4	0.60296		0.45	0.42	0.25	0.03		0.06	0.04	0.35	0.24	0.13	0.03	0.18	1_1_1416;1_1_1417;1_1_1418;1_1_1419;1_1_1420	PF00583;PF00378;PF08242;PF08241	PF05175;PF13489;PF01209;PF13847;PF13649;PF08241;PF08242;PF13578;PF00583;PF13527;PF00293;PF02518;PF13581;PF03729;PF00378;PF16113
1	deepbgc	0.1.0	deepbgc	1_1563675-1564701.1	1563675	1564701	1026	1	1	0	0.50953	antibacterial	0.85	0.08	0.17	0.27		0.00	0.11	0.07	0.34	0.20	0.03	0.31	1_1_1443		PF00296
1	deepbgc	0.1.0	deepbgc	1_1646507-1665728.1	1646507	1665728	19221	16	52	9	0.80710		0.31	0.31	0.36	0.13		0.04	0.07	0.37	0.22	0.11	0.13	0.10	1_1_1521;1_1_1522;1_1_1523;1_1_1524;1_1_1525;1_1_1526;1_1_1527;1_1_1528;1_1_1529;1_1_1530;1_1_1531;1_1_1532;1_1_1533;1_1_1534;1_1_1535;1_1_1536	PF00561;PF03721;PF04055;PF00107;PF02737;PF00725;PF08241;PF08240;PF08242	PF13489;PF01135;PF05175;PF02353;PF08704;PF00398;PF01209;PF07021;PF01189;PF13847;PF08003;PF13679;PF03141;PF05401;PF13649;PF08241;PF08242;PF13578;PF13428;PF17128;PF00491;PF13420;PF13302;PF00326;PF01738;PF08386;PF12146;PF07859;PF01546;PF07687;PF04389;PF04951;PF10604;PF01872;PF04055;PF00561;PF08386;PF13646;PF02826;PF03446;PF03721;PF02558;PF01210;PF02254;PF02737;PF03807;PF00725;PF00440;PF13022;PF08240;PF00107;PF13602
1	deepbgc	0.1.0	deepbgc	1_1692171-1693173.1	1692171	1693173	1002	1	1	0	0.52225	antibacterial	0.85	0.08	0.17	0.27		0.00	0.11	0.07	0.34	0.20	0.03	0.31	1_1_1560		PF00296
1	deepbgc	0.1.0	deepbgc	1_1694605-1699246.1	1694605	1699246	4641	5	9	2	0.56048	antibacterial	0.81	0.11	0.15	0.29		0.00	0.00	0.49	0.02	0.14	0.01	0.33	1_1_1562;1_1_1563;1_1_1564;1_1_1565;1_1_1566	PF01243;PF00202	PF00202;PF00795;PF12900;PF01243;PF10012;PF12844;PF13443;PF13560;PF01381
1	deepbgc	0.1.0	deepbgc	1_1702723-1703983.1	1702723	1703983	1260	1	1	1	0.59208	antibacterial	0.94	0.00	0.04	0.01	Polyketide-Terpene	0.00	0.00	0.07	0.62	0.00	0.00	0.75	1_1_1570	PF00067	PF00067
1	deepbgc	0.1.0	deepbgc	1_1772302-1777229.1	1772302	1777229	4927	5	14	0	0.57172	antibacterial	0.50	0.04	0.19	0.15		0.00	0.09	0.06	0.35	0.38	0.01	0.13	1_1_1638;1_1_1639;1_1_1640;1_1_1641;1_1_1642		PF03995;PF00069;PF07714;PF14531;PF06293;PF03995;PF01551;PF00196;PF04545;PF08281;PF00072;PF02518;PF07730;PF00672
1	deepbgc	0.1.0	deepbgc	1_1792037-1867022.1	1792037	1867022	74985	53	109	30	0.91542	antibacterial	0.74	0.32	0.13	0.15	Polyketide	0.03	0.20	0.05	0.64	0.01	0.29	0.00	1_1_1659;1_1_1660;1_1_1661;1_1_1662;1_1_1663;1_1_1664;1_1_1665;1_1_1666;1_1_1667;1_1_1668;1_1_1669;1_1_1670;1_1_1671;1_1_1672;1_1_1673;1_1_1674;1_1_1675;1_1_1676;1_1_1677;1_1_1678;1_1_1679;1_1_1680;1_1_1681;1_1_1682;1_1_1683;1_1_1684;1_1_1685;1_1_1686;1_1_1687;1_1_1688;1_1_1689;1_1_1690;1_1_1691;1_1_1692;1_1_1693;1_1_1694;1_1_1695;1_1_1696;1_1_1697;1_1_1698;1_1_1699;1_1_1700;1_1_1701;1_1_1702;1_1_1703;1_1_1704;1_1_1705;1_1_1706;1_1_1707;1_1_1708;1_1_1709;1_1_1710;1_1_1711	PF07993;PF00107;PF00984;PF00441;PF08659;PF01943;PF01370;PF02350;PF00106;PF00535;PF00501;PF02706;PF04932;PF08240;PF00108;PF02770;PF00109;PF00155;PF02719;PF00561;PF03721;PF01408;PF00378;PF02801;PF02771;PF03720;PF01041;PF04321;PF08028;PF00698	PF14720;PF01058;PF00378;PF02911;PF00551;PF00501;PF00109;PF00108;PF02801;PF16197;PF00698;PF14765;PF08659;PF00106;PF01073;PF13561;PF00550;PF08240;PF00107;PF13602;PF02771;PF02770;PF00441;PF08028;PF12146;PF00561;PF12697;PF00083;PF12832;PF13347;PF05977;PF07690;PF00535;PF13641;PF01408;PF00106;PF04321;PF02719;PF01370;PF05368;PF16363;PF01073;PF08659;PF07993;PF13460;PF01041;PF01053;PF00155;PF00266;PF00132;PF01041;PF03404;PF13313;PF13205;PF13641;PF00535;PF10111;PF13632;PF02706;PF04932;PF13641;PF00535;PF13704;PF07728;PF13641;PF00535;PF10111;PF13440;PF01943;PF02706;PF02350;PF13439;PF13579;PF03720;PF00984;PF03721;PF03446;PF01262;PF03808;PF14602;PF00132;PF00520;PF08016;PF13576;PF13191;PF13481;PF00004;PF00656;PF12697;PF00089;PF13365;PF00440;PF16295;PF00106;PF13561;PF08659;PF00590;PF01135;PF00590;PF02571;PF13302;PF00590;PF02570;PF03460;PF02514;PF12502;PF01580;PF01935;PF12846
1	deepbgc	0.1.0	deepbgc	1_1970112-1993257.1	1970112	1993257	23145	25	33	9	0.80358		0.44	0.10	0.23	0.09		0.03	0.35	0.14	0.30	0.02	0.15	0.14	1_1_1787;1_1_1788;1_1_1789;1_1_1790;1_1_1791;1_1_1792;1_1_1793;1_1_1794;1_1_1795;1_1_1796;1_1_1797;1_1_1798;1_1_1799;1_1_1800;1_1_1801;1_1_1802;1_1_1803;1_1_1804;1_1_1805;1_1_1806;1_1_1807;1_1_1808;1_1_1809;1_1_1810;1_1_1811	PF07993;PF08545;PF00535;PF08541;PF00501;PF04321;PF00067;PF00108;PF01370	PF00069;PF01667;PF00108;PF07451;PF08545;PF08541;PF13641;PF00535;PF00501;PF00067;PF01370;PF04321;PF01073;PF07993;PF03029;PF05331;PF12802;PF03259;PF02518;PF13581;PF08376;PF02128;PF02868;PF07504;PF01447;PF02128;PF02868;PF01032;PF00484;PF14019;PF12277;PF07332;PF02735
1	deepbgc	0.1.0	deepbgc	1_1994118-1998001.1	1994118	1998001	3883	2	4	0	0.60423	antibacterial	0.82	0.15	0.18	0.25		0.00	0.09	0.07	0.36	0.21	0.03	0.30	1_1_1813;1_1_1814		PF00931;PF13424;PF13374;PF01641
1	deepbgc	0.1.0	deepbgc	1_2000096-2020840.1	2000096	2020840	20744	20	16	2	0.66071	antibacterial	0.83	0.10	0.04	0.14		0.01	0.12	0.17	0.28	0.26	0.00	0.32	1_1_1817;1_1_1818;1_1_1819;1_1_1820;1_1_1821;1_1_1822;1_1_1823;1_1_1824;1_1_1825;1_1_1826;1_1_1827;1_1_1828;1_1_1829;1_1_1830;1_1_1831;1_1_1832;1_1_1833;1_1_1834;1_1_1835;1_1_1836	PF00067;PF00561	PF01872;PF03969;PF02566;PF04909;PF00067;PF05787;PF03976;PF01522;PF00754;PF00149;PF00005;PF01987;PF01981;PF05114;PF00561;PF08386
1	deepbgc	0.1.0	deepbgc	1_2021688-2029807.1	2021688	2029807	8119	7	27	4	0.56783		0.26	0.43	0.22	0.12	Terpene	0.02	0.03	0.18	0.09	0.08	0.39	0.59	1_1_1838;1_1_1839;1_1_1840;1_1_1841;1_1_1842;1_1_1843;1_1_1844	PF01488;PF01266;PF01593;PF02737	PF01593;PF01266;PF01262;PF13450;PF12831;PF03486;PF00890;PF00070;PF05834;PF07992;PF14257;PF07992;PF13434;PF13738;PF01488;PF13241;PF00070;PF01266;PF02737;PF02852;PF08719;PF01208;PF11452;PF00072;PF08281;PF04545;PF00196
1	deepbgc	0.1.0	deepbgc	1_2146063-2349172.1	2146063	2349172	203109	92	204	18	0.93264	antibacterial	0.63	0.28	0.12	0.12	NRP	0.00	0.67	0.07	0.13	0.13	0.09	0.04	1_1_1942;1_1_1943;1_1_1944;1_1_1945;1_1_1946;1_1_1947;1_1_1948;1_1_1949;1_1_1950;1_1_1951;1_1_1952;1_1_1953;1_1_1954;1_1_1955;1_1_1956;1_1_1957;1_1_1958;1_1_1959;1_1_1960;1_1_1961;1_1_1962;1_1_1963;1_1_1964;1_1_1965;1_1_1966;1_1_1967;1_1_1968;1_1_1969;1_1_1970;1_1_1971;1_1_1972;1_1_1973;1_1_1974;1_1_1975;1_1_1976;1_1_1977;1_1_1978;1_1_1979;1_1_1980;1_1_1981;1_1_1982;1_1_1983;1_1_1984;1_1_1985;1_1_1986;1_1_1987;1_1_1988;1_1_1989;1_1_1990;1_1_1991;1_1_1992;1_1_1993;1_1_1994;1_1_1995;1_1_1996;1_1_1997;1_1_1998;1_1_1999;1_1_2000;1_1_2001;1_1_2002;1_1_2003;1_1_2004;1_1_2005;1_1_2006;1_1_2007;1_1_2008;1_1_2009;1_1_2010;1_1_2011;1_1_2012;1_1_2013;1_1_2014;1_1_2015;1_1_2016;1_1_2017;1_1_2018;1_1_2019;1_1_2020;1_1_2021;1_1_2022;1_1_2023;1_1_2024;1_1_2025;1_1_2026;1_1_2027;1_1_2028;1_1_2029;1_1_2030;1_1_2031;1_1_2032;1_1_2033	PF00668;PF01494;PF00903;PF00561;PF02668;PF00501;PF01596;PF01593;PF00534;PF05147;PF00067;PF08028;PF00975;PF00441;PF01266;PF02770;PF00155;PF02771	PF03176;PF00873;PF12349;PF03621;PF12698;PF01061;PF13732;PF02702;PF02463;PF13304;PF00005;PF13191;PF13604;PF13555;PF13349;PF10988;PF05534;PF04072;PF01494;PF01593;PF07992;PF00070;PF01266;PF13450;PF00890;PF07690;PF00083;PF12832;PF00501;PF01791;PF01959;PF04909;PF00501;PF00501;PF03321;PF13570;PF01494;PF00890;PF07992;PF01266;PF13450;PF01596;PF01135;PF13847;PF13578;PF03358;PF02525;PF13840;PF07992;PF01494;PF01266;PF00890;PF13450;PF13556;PF02954;PF13468;PF13524;PF00534;PF13692;PF13439;PF05050;PF13384;PF13412;PF00356;PF13404;PF02195;PF01527;PF13518;PF13384;PF13412;PF13404;PF00356;PF02195;PF03621;PF00561;PF12697;PF12146;PF00975;PF01734;PF00664;PF00005;PF13191;PF13604;PF02463;PF00501;PF00291;PF02423;PF00155;PF01070;PF01645;PF05690;PF03060;PF00478;PF00903;PF13669;PF14696;PF12706;PF13483;PF00753;PF04073;PF13304;PF13401;PF00005;PF00975;PF12697;PF00501;PF00668;PF00550;PF13193;PF00550;PF13193;PF00501;PF00668;PF00501;PF00550;PF13193;PF00668;PF12730;PF13304;PF00005;PF13555;PF07730;PF02518;PF13581;PF00072;PF08281;PF04545;PF00196;PF00550;PF13193;PF00668;PF00501;PF00501;PF13193;PF00668;PF00550;PF00550;PF13193;PF00501;PF00668;PF00067;PF00550;PF00441;PF02770;PF02771;PF00441;PF08028;PF02770;PF02771;PF00501;PF02668;PF13621;PF08007;PF02373;PF01648;PF09664;PF11796;PF13558;PF09661;PF13835;PF09660;PF13091;PF09369;PF00271;PF04545;PF08220;PF13730;PF13560;PF12844;PF01381;PF00271;PF00176;PF04851;PF14280;PF01035;PF07510;PF03235;PF13245;PF09848;PF00580;PF13361;PF08386;PF00561;PF12679;PF12698;PF12730;PF13304;PF13401;PF00005;PF13476;PF02463;PF00005;PF00664;PF03412;PF05147;PF13575;PF05147;PF13575;PF14867;PF05043;PF00196;PF13556;PF08279;PF08281
1	deepbgc	0.1.0	deepbgc	1_2432583-2433015.1	2432583	2433015	432	1	1	0	0.50742	antibacterial	0.80	0.04	0.16	0.46	Polyketide	0.00	0.00	0.01	0.92	0.01	0.01	0.05	1_1_2103		PF07690
1	deepbgc	0.1.0	deepbgc	1_2434981-2435899.1	2434981	2435899	918	1	1	0	0.50342	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	1_1_2105		PF03747
1	deepbgc	0.1.0	deepbgc	1_2438240-2439209.1	2438240	2439209	969	1	1	0	0.58444	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	1_1_2109		PF06626
1	deepbgc	0.1.0	deepbgc	1_2446286-2448215.1	2446286	2448215	1929	1	2	1	0.55961		0.41	0.04	0.09	0.15	Other	0.00	0.04	0.63	0.14	0.09	0.02	0.12	1_1_2114	PF04183	PF06276;PF04183
1	deepbgc	0.1.0	deepbgc	1_2542760-2543394.1	2542760	2543394	634	2	2	0	0.59932	antibacterial	0.87	0.09	0.17	0.29		0.00	0.09	0.07	0.33	0.21	0.03	0.32	1_1_2184;1_1_2185		PF04149;PF06013
1	deepbgc	0.1.0	deepbgc	1_2698668-2707301.1	2698668	2707301	8633	9	13	1	0.74713	antibacterial	0.87	0.07	0.17	0.26		0.00	0.09	0.07	0.34	0.23	0.03	0.29	1_1_2325;1_1_2326;1_1_2327;1_1_2328;1_1_2329;1_1_2330;1_1_2331;1_1_2332;1_1_2333	PF01039	PF03259;PF05331;PF03029;PF08376;PF00672;PF02518;PF13589;PF03259;PF05331;PF03029;PF13822;PF01039;PF06833
1	deepbgc	0.1.0	deepbgc	1_2904747-3009183.1	2904747	3009183	104436	18	130	15	0.91046	antibacterial	0.59	0.28	0.17	0.13	Polyketide	0.00	0.07	0.06	0.95	0.00	0.01	0.00	1_1_2507;1_1_2508;1_1_2509;1_1_2510;1_1_2511;1_1_2512;1_1_2513;1_1_2514;1_1_2515;1_1_2516;1_1_2517;1_1_2518;1_1_2519;1_1_2520;1_1_2521;1_1_2522;1_1_2523;1_1_2524	PF00106;PF02719;PF07993;PF00561;PF00107;PF08990;PF00698;PF00067;PF00975;PF02801;PF08659;PF08240;PF00108;PF00109;PF01370	PF13602;PF00107;PF08240;PF07617;PF08990;PF14765;PF08659;PF00106;PF01370;PF02719;PF16363;PF00109;PF00108;PF02801;PF16197;PF00698;PF08240;PF00107;PF13602;PF00550;PF08990;PF00109;PF00108;PF02801;PF16197;PF00698;PF14765;PF08659;PF00106;PF01370;PF13561;PF00550;PF00067;PF00975;PF12697;PF08659;PF14765;PF02801;PF00108;PF00550;PF13561;PF00106;PF02719;PF01370;PF16363;PF00698;PF16197;PF00109;PF08990;PF02719;PF01370;PF00698;PF08659;PF00106;PF00108;PF00550;PF13561;PF16363;PF05368;PF16197;PF02801;PF00109;PF16363;PF16197;PF00108;PF00550;PF08659;PF00106;PF13561;PF01370;PF02719;PF13602;PF00107;PF03853;PF08240;PF14765;PF00698;PF02801;PF00109;PF08990;PF00550;PF08659;PF01370;PF02719;PF14765;PF02801;PF00109;PF00108;PF13561;PF00106;PF16363;PF05368;PF00698;PF16197;PF08990;PF00550;PF07993;PF13602;PF00107;PF08240;PF14765;PF00106;PF02719;PF00698;PF00109;PF00108;PF01370;PF08659;PF16363;PF02801;PF16197;PF00067;PF00067;PF00196;PF13401;PF13191;PF13604;PF13245;PF00196;PF08281;PF00975;PF12697;PF01738;PF03959;PF12146;PF00561;PF00149;PF12850;PF01648;PF01642
1	deepbgc	0.1.0	deepbgc	1_3361619-3362150.1	3361619	3362150	531	1	1	0	0.56093	antibacterial	0.61	0.05	0.12	0.17		0.00	0.05	0.39	0.19	0.17	0.02	0.21	1_1_2851		PF00440
1	deepbgc	0.1.0	deepbgc	1_3652687-3666728.1	3652687	3666728	14041	14	29	7	0.75198	antibacterial	0.63	0.15	0.40	0.18	Saccharide	0.01	0.03	0.32	0.16	0.01	0.54	0.00	1_1_3140;1_1_3141;1_1_3142;1_1_3143;1_1_3144;1_1_3145;1_1_3146;1_1_3147;1_1_3148;1_1_3149;1_1_3150;1_1_3151;1_1_3152;1_1_3153	PF07993;PF02719;PF04321;PF00535;PF00908;PF00483;PF01370	PF00573;PF00297;PF00338;PF01510;PF02366;PF13641;PF00535;PF13641;PF00535;PF10066;PF04321;PF01073;PF01370;PF16363;PF13460;PF07993;PF02719;PF16363;PF02719;PF01370;PF01073;PF04321;PF07993;PF13460;PF05368;PF00483;PF12804;PF01128;PF00908
1	deepbgc	0.1.0	deepbgc	1_3780021-3787224.1	3780021	3787224	7203	7	13	3	0.73220		0.44	0.36	0.19	0.04		0.02	0.03	0.45	0.03	0.30	0.01	0.16	1_1_3259;1_1_3260;1_1_3261;1_1_3262;1_1_3263;1_1_3264;1_1_3265	PF08242;PF08241;PF04055	PF01209;PF13489;PF13847;PF05148;PF08241;PF08242;PF13649;PF11350;PF05568;PF08281;PF00196;PF04055;PF02621
1	deepbgc	0.1.0	deepbgc	1_3789877-3791626.1	3789877	3791626	1749	1	1	1	0.60695	antibacterial	0.78	0.03	0.21	0.14		0.00	0.22	0.24	0.32	0.10	0.01	0.11	1_1_3268	PF00501	PF00501
1	deepbgc	0.1.0	deepbgc	1_3794356-3796258.1	3794356	3796258	1902	1	1	1	0.56450	antibacterial	0.78	0.03	0.21	0.14		0.00	0.22	0.24	0.32	0.10	0.01	0.11	1_1_3271	PF00501	PF00501
1	deepbgc	0.1.0	deepbgc	1_4072828-4084733.1	4072828	4084733	11905	12	26	2	0.77988	antibacterial	0.74	0.07	0.05	0.08	RiPP	0.01	0.05	0.19	0.14	0.56	0.02	0.08	1_1_3535;1_1_3536;1_1_3537;1_1_3538;1_1_3539;1_1_3540;1_1_3541;1_1_3542;1_1_3543;1_1_3544;1_1_3545;1_1_3546	PF00067;PF01757	PF14534;PF13577;PF07366;PF12680;PF06259;PF01757;PF07730;PF00072;PF08281;PF04545;PF00196;PF07730;PF00072;PF08281;PF04545;PF00196;PF13936;PF00067;PF13732;PF13304;PF00005;PF01978;PF12802;PF01047;PF12833;PF00165
1	deepbgc	0.1.0	deepbgc	1_4529403-4532739.1	4529403	4532739	3336	1	7	0	0.50234	antibacterial	0.54	0.10	0.33	0.28	Other	0.00	0.02	0.56	0.13	0.16	0.00	0.14	1_1_3960		PF00486;PF03704;PF13191;PF00931;PF05729;PF13401;PF13424
1	deepbgc	0.1.0	deepbgc	1_4534871-4535648.1	4534871	4535648	777	1	1	0	0.55974	antibacterial	0.61	0.05	0.12	0.17		0.00	0.05	0.39	0.19	0.17	0.02	0.21	1_1_3962		PF00440
1	deepbgc	0.1.0	deepbgc	1_4775285-4831078.1	4775285	4831078	55793	52	104	21	0.82075	cytotoxic	0.40	0.54	0.27	0.13		0.04	0.21	0.27	0.43	0.02	0.04	0.14	1_1_4191;1_1_4192;1_1_4193;1_1_4194;1_1_4195;1_1_4196;1_1_4197;1_1_4198;1_1_4199;1_1_4200;1_1_4201;1_1_4202;1_1_4203;1_1_4204;1_1_4205;1_1_4206;1_1_4207;1_1_4208;1_1_4209;1_1_4210;1_1_4211;1_1_4212;1_1_4213;1_1_4214;1_1_4215;1_1_4216;1_1_4217;1_1_4218;1_1_4219;1_1_4220;1_1_4221;1_1_4222;1_1_4223;1_1_4224;1_1_4225;1_1_4226;1_1_4227;1_1_4228;1_1_4229;1_1_4230;1_1_4231;1_1_4232;1_1_4233;1_1_4234;1_1_4235;1_1_4236;1_1_4237;1_1_4238;1_1_4239;1_1_4240;1_1_4241;1_1_4242	PF02803;PF00903;PF00107;PF00441;PF08659;PF01636;PF08242;PF00106;PF01494;PF00501;PF01593;PF01243;PF08240;PF00108;PF01266;PF02770;PF00561;PF00378;PF02771;PF08028;PF08241	PF13490;PF11716;PF00293;PF14815;PF13193;PF00501;PF04909;PF02771;PF02770;PF00441;PF02771;PF00441;PF13581;PF00561;PF08386;PF04199;PF00106;PF08659;PF13561;PF02771;PF02770;PF00441;PF08240;PF16912;PF00107;PF13602;PF00768;PF13354;PF01613;PF00903;PF00378;PF16113;PF13549;PF08442;PF13607;PF13380;PF00743;PF07992;PF13738;PF13434;PF01593;PF01266;PF13454;PF13450;PF03486;PF00890;PF00070;PF12831;PF01494;PF07681;PF12172;PF01796;PF10590;PF12766;PF01243;PF14117;PF02803;PF00108;PF02771;PF02770;PF00441;PF08028;PF04075;PF00440;PF00903;PF00069;PF07714;PF01163;PF01636;PF13360;PF01011;PF13570;PF00160;PF14433;PF14431;PF14433;PF14431;PF00378;PF16113;PF01796;PF12172;PF00108;PF00501;PF13193;PF13489;PF08241;PF02353;PF13847;PF08242;PF13649;PF01209;PF13424;PF00931;PF03704;PF00486;PF04909;PF05977;PF07690;PF13347;PF00652;PF14200;PF13688;PF10462;PF16313
1	deepbgc	0.1.0	deepbgc	1_4885403-4892133.1	4885403	4892133	6730	6	15	5	0.61774		0.36	0.10	0.22	0.27	Polyketide	0.00	0.21	0.19	0.65	0.05	0.01	0.02	1_1_4293;1_1_4294;1_1_4295;1_1_4296;1_1_4297;1_1_4298	PF08545;PF08541;PF00975;PF00108;PF00109	PF00108;PF08392;PF00109;PF08545;PF08541;PF00975;PF12697;PF12146;PF05547;PF00440;PF07690;PF06609;PF00083;PF05631;PF02900
1	deepbgc	0.1.0	deepbgc	1_4894754-4896317.1	4894754	4896317	1563	1	3	0	0.52983	antibacterial-antifungal	0.72	0.01	0.24	0.61	Polyketide	0.00	0.01	0.07	0.87	0.02	0.02	0.03	1_1_4301		PF07690;PF00083;PF06779
1	deepbgc	0.1.0	deepbgc	1_4897212-4934538.1	4897212	4934538	37326	40	50	4	0.92945		0.46	0.16	0.15	0.17	Saccharide	0.04	0.02	0.15	0.03	0.01	0.72	0.06	1_1_4303;1_1_4304;1_1_4305;1_1_4306;1_1_4307;1_1_4308;1_1_4309;1_1_4310;1_1_4311;1_1_4312;1_1_4313;1_1_4314;1_1_4315;1_1_4316;1_1_4317;1_1_4318;1_1_4319;1_1_4320;1_1_4321;1_1_4322;1_1_4323;1_1_4324;1_1_4325;1_1_4326;1_1_4327;1_1_4328;1_1_4329;1_1_4330;1_1_4331;1_1_4332;1_1_4333;1_1_4334;1_1_4335;1_1_4336;1_1_4337;1_1_4338;1_1_4339;1_1_4340;1_1_4341;1_1_4342	PF00067;PF04932;PF02397;PF00534	PF00294;PF07884;PF03777;PF03777;PF03777;PF03777;PF11824;PF13439;PF13579;PF13477;PF00534;PF13692;PF13524;PF13727;PF02397;PF04932;PF03023;PF01554;PF14667;PF01522;PF13439;PF13579;PF13477;PF00534;PF13692;PF08648;PF13480;PF02156;PF15632;PF13434;PF07992;PF05834;PF13738;PF13454;PF08447;PF08448;PF01590;PF13185;PF13492;PF07228;PF13581;PF11611;PF00067;PF06772;PF01741;PF00215;PF02627;PF01048;PF07690;PF13347
1	deepbgc	0.1.0	deepbgc	1_4936635-4939506.1	4936635	4939506	2871	1	1	0	0.57200	antibacterial	0.86	0.06	0.16	0.26		0.00	0.09	0.07	0.34	0.21	0.05	0.31	1_1_4344		PF01804
1	deepbgc	0.1.0	deepbgc	1_5049770-5057765.1	5049770	5057765	7995	7	13	2	0.65135	antibacterial	0.66	0.08	0.06	0.28	RiPP	0.00	0.10	0.17	0.14	0.63	0.00	0.03	1_1_4443;1_1_4444;1_1_4445;1_1_4446;1_1_4447;1_1_4448;1_1_4449	PF02803;PF00108	PF02687;PF12704;PF00005;PF03193;PF13476;PF02463;PF13555;PF12811;PF01027;PF14117;PF04534;PF02803;PF00108
